doi,title,known_to_be_open,open_access_status
10.1080/19440049.2013.804953,Survey of peanut levels in selected Irish food products bearing peanut allergen advisory labels,FALSE,NA
10.3390/ijerph10115629,Domestic Asbestos Exposure: A Review of Epidemiologic and Exposure Data,TRUE,Open Access at publisher
10.1182/blood-2013-03-490565,Cardiovascular toxicity and titin cross-reactivity of affinity-enhanced T cells in myeloma and melanoma,TRUE,Open Access at publisher
10.1377/hlthaff.2013.0323,Office-Based Physicians Are Responding To Incentives And Assistance By Adopting And Using Electronic Health Records,TRUE,Open Access at publisher
10.1002/wrcr.20317,Valuing preferences over stormwater management outcomes including improved hydrologic function,TRUE,Open Access at publisher
10.1002/qj.2023,A simplified Extended Kalman Filter for the global operational soil moisture analysis at ECMWF,TRUE,Open Access at publisher
10.1016/j.idairyj.2012.11.004,Multilocus sequence typing of Cronobacter spp. from powdered infant formula and milk powder production factories,TRUE,Open Access at repository
10.1016/j.jbusres.2012.02.040,Deciphering antecedents of organizational innovation,FALSE,NA
10.1007/s11116-012-9445-2,"Behavioural implications of preferences, risk attitudes and beliefs in modelling risky travel choice with travel time variability",TRUE,Open Access at repository
10.2217/cer.13.17,Modernizing the systematic review process to inform comparative effectiveness: tools and methods,FALSE,NA
10.1016/j.respol.2012.07.002,Economic crisis and innovation: Is destruction prevailing over accumulation?,TRUE,Open Access at repository
10.2471/blt.12.117085,"Local production of WHO-recommended alcohol-based handrubs: feasibility, advantages, barriers and costs.",TRUE,Open Access at publisher
10.1002/nur.21563,"Palliative Care Communication: Linking Patients' Prognoses, Values, and Goals of Care",FALSE,NA
10.1016/j.vaccine.2013.07.076,Using solar-powered refrigeration for vaccine storage where other sources of reliable electricity are inadequate or costly,TRUE,Open Access at publisher
10.1016/j.lrp.2013.08.023,Business Models and Technological Innovation,TRUE,Open Access at publisher
10.1080/10438599.2013.788838,Knowledge technological proximity: evidence from US and European patents,FALSE,NA
10.2174/1874613620130812003,mHealth for HIV Treatment & Prevention: A Systematic Review of the Literature,TRUE,Open Access at repository
10.1128/aem.01419-13,Longitudinal Study of Distributions of Similar Antimicrobial-Resistant Salmonella Serovars in Pigs and Their Environment in Two Distinct Swine Production Systems,TRUE,Open Access at publisher
10.1007/s10439-013-0750-5,Diffusion of Novel Healthcare Technologies to Resource Poor Settings,FALSE,NA
10.1377/hlthaff.2013.0308,"Adoption Of Electronic Health Records Grows Rapidly, But Fewer Than Half Of US Hospitals Had At Least A Basic System In 2012",TRUE,Open Access at publisher
10.1111/vox.12034,Piloting the use of 2D barcode and patient safety‐software in an Australian tertiary hospital setting,FALSE,NA
10.1001/jama.2013.6882,Use of Advanced Treatment Technologies Among Men at Low Risk of Dying From Prostate Cancer,TRUE,Open Access at publisher
10.1016/j.applthermaleng.2012.03.024,Opportunities for low-grade heat recovery in the UK food processing industry,FALSE,NA
10.1080/00220388.2012.754432,The Pedagogy of Science and Environment: Experimental Evidence from Peru,FALSE,NA
10.1111/jcap.12031,Web‐Based Delivery of a Preventive Parent Training Intervention: A Feasibility Study,FALSE,NA
10.1016/j.ijpe.2012.08.012,The nature of SME co-operation and innovation: A multi-scalar and multi-dimensional analysis,TRUE,Open Access at repository
10.1016/j.envsoft.2012.09.006,Integrated environmental modeling: A vision and roadmap for the future,TRUE,Open Access at repository
10.2134/jeq2012.0463,"Phosphorus in China's Intensive Vegetable Production Systems: Overfertilization, Soil Enrichment, and Environmental Implications.",FALSE,NA
10.1159/000353630,Older People and Digital Disengagement: A Fourth Digital Divide?,TRUE,Open Access at repository
10.1159/000343986,Usability of Tablet Computers by People with Early-Stage Dementia,FALSE,NA
10.1371/journal.pone.0083354,Modeling the Dynamics of a Non-Limited and a Self-Limited Gene Drive System in Structured Aedes aegypti Populations,TRUE,Open Access at publisher
10.1080/09581596.2013.794931,Quantifying the body: monitoring and measuring health in the age of mHealth technologies,FALSE,NA
10.1186/1748-5908-8-5,"Innovations in major system reconfiguration in England: a study of the effectiveness, acceptability and processes of implementation of two models of stroke care",TRUE,Open Access at publisher
10.1016/j.strueco.2013.06.005,Two decades of research on innovation in services: Which place for public services?,FALSE,NA
10.1002/aqc.2346,New branch line weighting regimes to reduce the risk of seabird mortality in pelagic longline fisheries without affecting fish catch,FALSE,NA
10.1377/hlthaff.2013.0680,The Impact Of Health Information Technology And e-Health On The Future Demand For Physician Services,TRUE,Open Access at publisher
10.1177/0284185113477399,Safety in pediatric imaging: an update.,FALSE,NA
10.1016/j.gloenvcha.2013.02.007,Desperately seeking niches: Grassroots innovations and niche development in the community currency field,TRUE,Open Access at repository
10.1080/09537325.2013.823151,Next generation entrepreneur: innovation strategy through Web 2.0 technologies in SMEs,FALSE,NA
10.1016/j.socscimed.2013.05.036,What matters to older people with assisted living needs? A phenomenological analysis of the use and non-use of telehealth and telecare,TRUE,Open Access at publisher
10.1080/13600818.2013.805741,Integration into a Global Production Network: Impacts on Labour in Tiruppur's Rural Hinterlands,FALSE,NA
10.1093/cid/cit070,Seven Ways to Preserve the Miracle of Antibiotics,TRUE,Open Access at publisher
10.1377/hlthaff.2012.0289,"If Slow Rate Of Health Care Spending Growth Persists, Projections May Be Off By $770 Billion",TRUE,Open Access at publisher
10.1016/j.jbankfin.2012.12.015,Competition and innovation: Evidence from financial services,TRUE,Open Access at repository
10.1016/j.envint.2013.02.010,A comparative evaluation of the regulation of GM crops or products containing dsRNA and suggested improvements to risk assessments,TRUE,Open Access at publisher
10.1111/1746-692x.12020,"Biomass, Biovalue and Sustainability: Some Thoughts on the Definition of the Bioeconomy",FALSE,NA
10.1177/1355819612474249,Stimulating whole system redesign: Lessons from an organizational analysis of the Whole System Demonstrator programme.,FALSE,NA
10.1080/00207543.2012.701778,Collaboration networks and collaboration tools: a match for SMEs?,FALSE,NA
10.1136/bmj.f1811,How do we know whether medical apps work?,FALSE,NA
10.1016/j.renene.2012.01.029,Towards zero energy homes down under,FALSE,NA
10.1080/10630732.2012.735105,How to Build a Sandcastle: An Analysis of the Genesis and Development of Masdar City,FALSE,NA
10.1377/hlthaff.2013.0670,Transforming Emergency Care For Older Adults,TRUE,Open Access at publisher
10.1017/jie.2013.20,Red Dirt Thinking on Education: A People-Based System,FALSE,NA
10.1186/1748-5908-8-119,"Evaluating the effectiveness of a multifaceted, multilevel continuous quality improvement program in primary health care: developing a realist theory of change",TRUE,Open Access at publisher
10.1186/1748-5908-8-143,A systems-based partnership learning model for strengthening primary healthcare,TRUE,Open Access at publisher
10.1001/jama.2013.281425,The Anatomy of Health Care in the United States,FALSE,NA
10.1016/j.tranpol.2013.08.005,New technologies for the old: Potential implications of living in later life for travel demand,TRUE,Open Access at publisher
10.1136/bmjqs-2013-002387,Diagnostic errors: moving beyond ‘no respect’ and getting ready for prime time,TRUE,Open Access at publisher
10.1111/1468-0009.12023,High‐Reliability Health Care: Getting There from Here,TRUE,Open Access at publisher
10.1016/j.jclepro.2013.04.014,Turning electricity into food: the role of renewable energy in the future of agriculture,FALSE,NA
10.1016/j.jinteco.2012.12.004,Do the biggest aisles serve a brighter future? Global retail chains and their implications for Romania,FALSE,NA
10.1377/hlthaff.2012.1353,Decline In Placebo-Controlled Trial Results Suggests New Directions For Comparative Effectiveness Research,TRUE,Open Access at publisher
10.1016/j.copbio.2013.04.004,Potential of industrial biotechnology with cyanobacteria and eukaryotic microalgae,FALSE,NA
10.1016/j.futures.2013.03.008,Exploring the future for arts and culture organisations through scenarios and vignettes,FALSE,NA
10.1177/1460458212446761,The use of personal digital assistants in clinical decision making by health care professionals: a systematic review.,FALSE,NA
10.1061/(asce)te.1943-5436.0000496,Cross-Section Designs for the Safety Performance of Buffer-Separated High-Occupancy Vehicle Lanes,FALSE,NA
10.1016/j.respol.2012.06.007,Finding the right partners: Institutional and personal modes of governance of university–industry interactions,TRUE,Open Access at repository
10.1785/0120110231,A Stochastic Earthquake Ground‐Motion Prediction Model for the United KingdomA Stochastic Earthquake Ground‐Motion Prediction Model for the United Kingdom,FALSE,NA
10.1007/s40273-012-0013-6,When Does NICE Recommend the Use of Health Technologies Within a Programme of Evidence Development?,TRUE,Open Access at publisher
10.1080/14693062.2012.709079,Skills constraints and the low carbon transition,FALSE,NA
10.4338/aci-2013-04-ra-0019,"Developing software to ""track and catch"" missed follow-up of abnormal test results in a complex sociotechnical environment.",TRUE,Open Access at repository
10.1186/1471-244x-13-34,Integrating mobile-phone based assessment for psychosis into people’s everyday lives and clinical care: a qualitative study,TRUE,Open Access at publisher
10.1007/s12528-013-9071-9,Ethics of research into learning and teaching with Web 2.0: reflections on eight case studies,FALSE,NA
10.1021/es4025244,Bridging research and environmental regulatory processes: the role of knowledge brokers.,TRUE,Open Access at repository
10.1007/s10734-013-9623-y,Methodological challenges in researching threshold concepts: a comparative analysis of three projects,FALSE,NA
10.1016/j.telpol.2013.05.010,Investment sharing in broadband networks,TRUE,Open Access at repository
10.1016/j.strusafe.2013.07.002,Performance-Based Hurricane Engineering (PBHE) framework,FALSE,NA
10.1016/j.ijggc.2013.08.003,Comparison of CO2 capture economics for iron and steel mills,FALSE,NA
10.1564/v24_oct_08,Facing the Food Crisis: How African Smallholders can Reduce Postharvest Cereal Losses by Supplying Better Quality Grain,FALSE,NA
10.1061/(asce)ei.1943-5541.0000163,Guideline for Building Information Modeling in Construction Engineering and Management Education,FALSE,NA
10.3109/17483107.2012.749429,Consumer perspectives on assistive technology outcomes,FALSE,NA
10.1177/0160017612471191,Productivity and Broadband,FALSE,NA
10.1016/j.worlddev.2012.12.019,Can One-to-One Computing Narrow the Digital Divide and the Educational Gap in China? The Case of Beijing Migrant Schools,FALSE,NA
10.1016/j.respol.2013.02.006,Integrating science and society in European Framework Programmes: Trends in project-level solicitations,TRUE,Open Access at repository
10.1016/j.jsr.2012.12.003,Cross-validation of an employee safety climate model in Malaysia,FALSE,NA
10.1002/ajim.22108,Prevalence rates of work organization characteristics among workers in the U.S.: Data from the 2010 National Health Interview Survey,TRUE,Open Access at repository
10.1007/s10584-013-0757-9,Modeling meets science and technology: an introduction to a special issue on negative emissions,TRUE,Open Access at publisher
10.1016/j.physa.2012.10.033,Network analysis to detect common strategies in Italian foreign direct investment,TRUE,Open Access at repository
10.1016/j.ridd.2012.08.016,Technology-based orientation programs to support indoor travel by persons with moderate Alzheimer's disease: Impact assessment and social validation,FALSE,NA
10.1039/c3ee40701b,Assessing the drivers of regional trends in solar photovoltaic manufacturing,TRUE,Open Access at publisher
10.1504/ijetp.2013.058143,A strategic energy technology policy towards 2050: no-regret strategies for European technology push,TRUE,Open Access at repository
10.1093/scipol/sct083,Integrating privacy and ethical impact assessments,FALSE,NA
10.1186/1476-069x-12-49,The association between neighborhood greenness and weight status: an observational study in Perth Western Australia,TRUE,Open Access at publisher
10.1186/1748-5908-8-128,"Exploring scale-up, spread, and sustainability: an instrumental case study tracing an innovation to enhance dysphagia care",TRUE,Open Access at publisher
10.1080/13854046.2013.835447,Assessing Effort: Differentiating Performance and Symptom Validity,FALSE,NA
10.1016/j.gloenvcha.2013.01.002,Industrial fields and countervailing power: The transformation of distributed solar energy in the United States,FALSE,NA
10.1061/(asce)ei.1943-5541.0000164,Building Information Modeling: Systematic Course Development for Undergraduate Construction Students,FALSE,NA
10.1038/nature12486,Video game training enhances cognitive control in older adults,TRUE,Open Access at repository
10.1016/j.jhydrol.2013.07.031,"Approaches and algorithms for groundwater flow modeling in support of site investigations and safety assessment of the Forsmark site, Sweden",FALSE,NA
10.1377/hlthaff.2012.0541,"An Improved Approach To Measuring Drug Innovation Finds Steady Rates Of First-In-Class Pharmaceuticals, 1987–2011",TRUE,Open Access at publisher
10.1007/s10518-012-9421-4,Performance evaluation of retrofitting strategies for non-seismically designed RC buildings using steel braces,FALSE,NA
10.1002/aic.14172,Chemical engineers must focus on practical solutions,FALSE,NA
10.2471/blt.12.115865,Using TRIPS flexibilities to facilitate access to medicines.,TRUE,Open Access at publisher
10.1080/02701960.2013.801342,A Review of Interprofessional Dissemination and Education Interventions for Recognizing and Managing Dementia,TRUE,Open Access at repository
10.1016/j.labeco.2012.09.003,Skill demand and the comparative advantage of age: Jobs tasks and earnings from the 1980s to the 2000s in Germany,FALSE,NA
10.1093/jac/dks492,An analysis of the development and implementation of a smartphone application for the delivery of antimicrobial prescribing policy: lessons learnt,TRUE,Open Access at publisher
10.1016/j.envsci.2012.11.009,"Transition towards a new global change science: Requirements for methodologies, methods, data and knowledge",TRUE,Open Access at repository
10.1016/j.respol.2012.09.011,The impact of innovation activities on firm performance using a multi-stage model: Evidence from the Community Innovation Survey 4,TRUE,Open Access at repository
10.1016/j.tourman.2012.03.016,Economic performance measurement systems for event planning and investment decision making,FALSE,NA
10.1371/journal.pone.0073840,Toll-Like Receptor 4–Mediated Nuclear Factor Kappa B Activation Is Essential for Sensing Exogenous Oxidants to Propagate and Maintain Oxidative/Nitrosative Cellular Stress,TRUE,Open Access at publisher
10.1037/a0032663,Teams as innovative systems: Multilevel motivational antecedents of innovation in R&D teams.,FALSE,NA
10.1016/j.cbpa.2013.10.003,"Advances in genetic circuit design: novel biochemistries, deep part mining, and precision gene expression",FALSE,NA
10.1016/j.socscimed.2013.08.003,Efficacy of text messaging-based interventions for health promotion: A meta-analysis,FALSE,NA
10.1177/0022487113494413,Comparing the Impact of Online and Face-to-Face Professional Development in the Context of Curriculum Implementation,FALSE,NA
10.1073/pnas.1310478110,Efficient nonmeiotic allele introgression in livestock using custom endonucleases,TRUE,Open Access at publisher
10.1016/j.enpol.2013.04.076,Socio-technical inertia: Understanding the barriers to electric vehicles,FALSE,NA
10.1377/hlthaff.2013.0007,Provider Performance Measures In Private And Public Programs: Achieving Meaningful Alignment With Flexibility To Innovate,TRUE,Open Access at publisher
10.3102/0002831212469270,Longitudinal Evaluation of a Scale-Up Model for Teaching Mathematics With Trajectories and Technologies,FALSE,NA
10.1016/j.enpol.2013.03.025,Dynamic electricity pricing—Which programs do consumers prefer?,FALSE,NA
10.1016/j.tiv.2013.02.009,Cosmetics Europe multi-laboratory pre-validation of the SkinEthic™ reconstituted human corneal epithelium test method for the prediction of eye irritation,FALSE,NA
10.1016/j.aap.2013.04.007,"Bicycling safety and distracted behavior in The Hague, the Netherlands",FALSE,NA
10.1190/tle32070784.1,Strategies for characterization of fractured rock using cross-borehole electrical tomography,FALSE,NA
10.1097/ccm.0b013e318287f2c4,Use of Therapeutic Hypothermia After In-Hospital Cardiac Arrest*,FALSE,NA
10.1111/milq.12016,Understanding the Components of Quality Improvement Collaboratives: A Systematic Literature Review,TRUE,Open Access at repository
10.3122/jabfm.2013.03.120234,"The OCHIN Community Information Network: Bringing Together Community Health Centers, Information Technology, and Data to Support a Patient-Centered Medical Village",TRUE,Open Access at publisher
10.1016/j.ijmedinf.2013.01.002,"Introducing a nationally shared electronic patient record: Case study comparison of Scotland, England, Wales and Northern Ireland",FALSE,NA
10.2196/jmir.2639,Technology-Based Interventions for Mental Health in Tertiary Students: Systematic Review,TRUE,Open Access at publisher
10.1016/j.tiv.2012.11.007,Cosmetics Europe multi-laboratory pre-validation of the EpiOcular™ reconstituted human tissue test method for the prediction of eye irritation,FALSE,NA
10.1037/a0033593,The impact of subgroup type and subgroup configurational properties on work team performance.,FALSE,NA
10.1186/1750-1172-8-198,Reconciling uncertainty of costs and outcomes with the need for access to orphan medicinal products: a comparative study of managed entry agreements across seven European countries,TRUE,Open Access at publisher
10.1371/journal.pmed.1001461,Rising Health Care Costs and Life-Cycle Management in the Pharmaceutical Market,TRUE,Open Access at publisher
10.1093/jrs/fet005,"Remote Telephone Interpretation in Medical Consultations with Refugees: Meta-communications about Care, Survival and Selfhood",FALSE,NA
10.4155/cmt.13.58,"Cities’ low-carbon plans in an ‘age of austerity’: an analysis of UK local authority actions, attitudes and responses",FALSE,NA
10.1097/pts.0b013e3182a8c2b2,Safe Use of Electronic Health Records and Health Information Technology Systems: Trust But Verify,FALSE,NA
10.1016/j.chb.2013.06.040,Cyberbullying myths and realities,FALSE,NA
10.1021/es4007096,A changing framework for urban water systems.,FALSE,NA
10.1016/j.enpol.2013.06.009,The co-evolutionary relationship between Energy Service Companies and the UK energy system: Implications for a low-carbon transition,TRUE,Open Access at repository
10.1016/j.drudis.2013.05.016,The use of bioreactors as in vitro models in pharmaceutical research,TRUE,Open Access at repository
10.1161/circulationaha.112.000836,Expansion of Invasive Cardiac Services in the United StatesClinical Perspective,TRUE,Open Access at publisher
10.1016/j.autcon.2012.12.017,"Research trends and opportunities of augmented reality applications in architecture, engineering, and construction",FALSE,NA
10.1177/1555412013496894,Results From a Controlled Study of the iPad Fractions Game Motion Math,FALSE,NA
10.3390/en6062859,Mitigation Techniques to Reduce the Impact of Wind Turbines on Radar Services,TRUE,Open Access at publisher
10.1073/pnas.1300195110,Expert assessments of the cost of light water small modular reactors,TRUE,Open Access at publisher
10.1109/jstars.2013.2243113,Earth Science Infrastructures Interoperability: The Brokering Approach,FALSE,NA
10.1007/s10207-013-0191-z,Anonymous attestation with user-controlled linkability,TRUE,Open Access at repository
10.1002/smll.201203252,"The Road for Nanomaterials Industry: A Review of Carbon Nanotube Production, Post‐Treatment, and Bulk Applications for Composites and Energy Storage",FALSE,NA
10.1016/j.techfore.2012.10.009,Rising to the challenges—Reflections on Future-oriented Technology Analysis,FALSE,NA
10.1016/j.ijproman.2012.06.007,A project sponsor's impact on practice-based learning within projects,FALSE,NA
10.1016/j.fuel.2012.06.104,Electricity production by biomass steam gasification using a high efficiency technology and low environmental impact,FALSE,NA
10.1016/j.chb.2012.05.024,"The nature of cyberbullying, and strategies for prevention",FALSE,NA
10.2147/ceor.s39634,Medical technology as a key driver of rising health expenditure: disentangling the relationship,TRUE,Open Access at publisher
10.1186/1476-069x-12-31,"Occupational safety and health, green chemistry, and sustainability: a review of areas of convergence",TRUE,Open Access at publisher
10.1186/1472-6947-13-46,Safety Assurance Factors for Electronic Health Record Resilience (SAFER): study protocol,TRUE,Open Access at publisher
10.1016/j.destud.2013.06.002,Expert representation of design repository space: A comparison to and validation of algorithmic output,FALSE,NA
10.1080/09613218.2013.803921,Regenerating cities: technological and design innovation for Australian suburbs,FALSE,NA
10.1097/jom.0b013e318297321d,Concordance Between Current Job and Usual Job in Occupational and Industry Groupings: Assessment of the 2010 National Health Interview Survey,TRUE,Open Access at repository
10.1007/s11051-013-1838-4,Expert views on societal responses to different applications of nanotechnology: a comparative analysis of experts in countries with different economic and regulatory environments,FALSE,NA
10.1016/j.cities.2012.08.009,The new boomtown? Creative city to Tech City in east London,FALSE,NA
10.1136/amiajnl-2012-001267,Primary care practitioners' views on test result management in EHR-enabled health systems: a national survey,TRUE,Open Access at publisher
10.1007/s11573-013-0662-8,The financial structure of innovative SMEs in Germany,FALSE,NA
10.1136/amiajnl-2012-001458,Enhancing patient safety and quality of care by improving the usability of electronic health record systems: recommendations from AMIA,TRUE,Open Access at publisher
10.1016/j.strueco.2012.07.001,Vertical linkages between foreign MNEs in service sectors and local manufacturing firms,FALSE,NA
10.1016/j.techfore.2012.09.016,Technology roadmaps: An evaluation of their success in the renewable energy sector,FALSE,NA
10.3791/50263,Whole-body nanoparticle aerosol inhalation exposures.,TRUE,Open Access at repository
10.1038/nclimate1807,Deliberating stratospheric aerosols for climate geoengineering and the SPICE project,TRUE,Open Access at repository
10.1080/00207543.2012.746797,Outsourcing practices in automotive supply networks: an exploratory study of full service vehicle suppliers,FALSE,NA
10.1016/j.respol.2012.05.011,The magnitude of innovation by demand in a sectoral system: The role of industrial users in semiconductors,FALSE,NA
10.1016/j.enpol.2012.10.029,Energy and behavioral impacts of integrative retrofits for residential buildings: What is at stake for building energy policy reforms in northern China?,FALSE,NA
10.1039/c3ja90005c,"Atomic spectrometry update. Clinical and biological materials, foods and beverages",FALSE,NA
10.1017/s1816383112000756,"Documenting violations of international humanitarian law from space: a critical review of geospatial analysis of satellite imagery during armed conflicts in Gaza (2009), Georgia (2008), and Sri Lanka (2009)",FALSE,NA
10.1007/s12012-013-9213-3,Pulmonary Cerium Dioxide Nanoparticle Exposure Differentially Impairs Coronary and Mesenteric Arteriolar Reactivity,TRUE,Open Access at repository
10.1002/ajim.22253,Investigation of respiratory and dermal symptoms associated with metal working fluids at an aircraft engine manufacturing facility,TRUE,Open Access at repository
10.1016/j.ajic.2013.03.293,B95: A new respirator for health care personnel,FALSE,NA
10.3109/17435390.2012.739665,An in vivo and in vitro toxicological characterisation of realistic nanoscale CeO2 inhalation exposures,TRUE,Open Access at repository
10.1093/annhyg/met035,Noise Exposure Reconstruction and Evaluation of Exposure Trends in Two Large Automotive Plants,TRUE,Open Access at publisher
10.1377/hlthaff.2013.0533,A New Pathway For Medical Education,TRUE,Open Access at publisher
10.1016/j.enpol.2013.06.030,A thousand flowers blooming? An examination of community energy in the UK,FALSE,NA
10.2112/jcoastres-d-12-00230.1,Costs of Adapting Coastal Defences to Sea-Level Rise— New Estimates and Their Implications,FALSE,NA
10.1038/clpt.2013.118,The Future of Population‐Based Postmarket Drug Risk Assessment: A Regulator's Perspective,FALSE,NA
10.1080/03066150.2013.857179,Family farming in Brazil: evolution between the 1996 and 2006 agricultural censuses,FALSE,NA
10.1016/j.jsr.2013.04.006,Discounting the value of safety: Effects of perceived risk and effort,TRUE,Open Access at repository
10.1021/nn4037927,A multi-stakeholder perspective on the use of alternative test strategies for nanomaterial safety assessment.,TRUE,Open Access at repository
10.1016/j.jaerosci.2013.01.011,Development of a new test system to determine penetration of multi-walled carbon nanotubes through filtering facepiece respirators,TRUE,Open Access at repository
10.1007/s10584-013-0710-y,Climate policies can help resolve energy security and air pollution challenges,TRUE,Open Access at repository
10.3102/0162373712453870,Balancing Career and Technical Education With Academic Coursework,FALSE,NA
10.2196/ijmr.2468,Health Care Provider Adoption of eHealth: Systematic Literature Review.,TRUE,Open Access at repository
10.1364/oe.21.005379,Imaging live humans through smoke and flames using far-infrared digital holography.,FALSE,NA
10.1016/j.jplph.2012.10.011,Strategies for engineering C4 photosynthesis,FALSE,NA
10.1016/j.anbehav.2012.10.005,Problem-solving performance is correlated with reproductive success in a wild bird population,FALSE,NA
10.1039/c3ay40083b,Real-time diesel particulate monitor for underground mines,TRUE,Open Access at repository
10.1016/j.ijmedinf.2012.09.001,A comparison of the impact of CPOE implementation and organizational determinants on doctor–nurse communications and cooperation,FALSE,NA
10.1377/hlthaff.2013.0557,"Building A Health Care Workforce For The Future: More Physicians, Professional Reforms, And Technological Advances",TRUE,Open Access at publisher
10.1016/j.jairtraman.2013.06.012,Single European Sky and the functional airspace blocks: Will they improve economic efficiency?,FALSE,NA
10.1016/j.jtrangeo.2013.08.014,Puncturing automobility? Carsharing practices,FALSE,NA
10.1016/j.yebeh.2013.07.002,Managing Epilepsy Well: Emerging e-Tools for epilepsy self-management,FALSE,NA
10.1021/es401966e,"Desalination and reuse of high-salinity shale gas produced water: drivers, technologies, and future directions.",FALSE,NA
10.1097/qad.0b013e32836239b4,Microbicides from a regulatory perspective,TRUE,Open Access at publisher
10.1126/science.1233158,Lentiviral Hematopoietic Stem Cell Gene Therapy Benefits Metachromatic Leukodystrophy,FALSE,NA
10.1016/j.future.2013.02.001,Digital droplets: Microsoft SkyDrive forensic data remnants,FALSE,NA
10.1108/ss-12-2012-0039,Adoption of sustainable retrofit in UK social housing,TRUE,Open Access at repository
10.1007/s10460-012-9407-5,"Supermarket power, own-labels, and manufacturer counterstrategies: international relations of cooperation and competition in the fruit canning industry",FALSE,NA
10.1021/es400183z,Bioreduction of sheep carcasses effectively contains and reduces pathogen levels under operational and simulated breakdown conditions.,FALSE,NA
10.1016/j.jpubeco.2013.03.002,Do local energy prices and regulation affect the geographic concentration of employment?,FALSE,NA
10.1007/s00253-013-4853-6,Biofabrication: an overview of the approaches used for printing of living cells,TRUE,Open Access at repository
10.1061/(asce)te.1943-5436.0000489,Empirical Study of Gap-Acceptance Behavior of Right-Turn-on-Red Drivers on Dual Right-Turn Lanes,FALSE,NA
10.1097/mlr.0b013e3182763312,"Better Interprofessional Teamwork, Higher Level of Organized Care, and Lower Risk of Burnout in Acute Health Care Teams Using Care Pathways: A Cluster Randomized Controlled Trial",FALSE,NA
10.1371/journal.pone.0065772,Community Health Workers and Mobile Technology: A Systematic Review of the Literature,TRUE,Open Access at publisher
10.1039/c3ee41272e,"Status and perspectives of CO 2 conversion into fuels and chemicals by catalytic, photocatalytic and electrocatalytic processes",TRUE,Open Access at repository
10.5751/es-05873-180226,Framing Sustainability in a Telecoupled World,TRUE,Open Access at publisher
10.1186/1754-6834-6-71,Enhanced characteristics of genetically modified switchgrass (Panicum virgatum L.) for high biofuel production,TRUE,Open Access at publisher
10.1186/1471-2458-13-110,The interplay between structure and agency in shaping the mental health consequences of job loss,TRUE,Open Access at publisher
10.1377/hlthaff.2012.1297,The Slowdown In Health Care Spending In 2009–11 Reflected Factors Other Than The Weak Economy And Thus May Persist,TRUE,Open Access at publisher
10.1007/s10584-012-0681-4,Is atmospheric carbon dioxide removal a game changer for climate change mitigation?,TRUE,Open Access at publisher
10.1016/j.enpol.2013.01.007,The sun rises in the east (of Africa): A comparison of the development and status of solar energy markets in Kenya and Tanzania,FALSE,NA
10.1126/science.1224664,"Pervasive Externalities at the Population, Consumption, and Environment Nexus",FALSE,NA
10.2471/blt.12.111831,The human qualities needed to complete the global eradication of polio.,TRUE,Open Access at publisher
10.1080/00140139.2012.718370,Facilitating energy savings with programmable thermostats: evaluation and guidelines for the thermostat user interface,TRUE,Open Access at repository
10.1016/j.jfineco.2012.09.011,Innovative efficiency and stock returns,TRUE,Open Access at repository
10.1002/pam.21676,The Effects of California's Paid Family Leave Program on Mothers’ Leave‐Taking and Subsequent Labor Market Outcomes,TRUE,Open Access at repository
10.1016/j.jacc.2013.01.025,Appropriate Use of Cardiovascular Technology 2013 ACCF Appropriate Use Criteria Methodology Update: A Report of the American College of Cardiology Foundation Appropriate Use Criteria Task Force,TRUE,Open Access at publisher
10.1080/00036846.2011.610748,Employment transitions and computer use of older workers,FALSE,NA
10.1007/s10640-012-9592-0,What Drives the International Transfer of Climate Change Mitigation Technologies? Empirical Evidence from Patent Data,FALSE,NA
10.1016/j.enpol.2012.10.039,The value of social networks in the diffusion of energy-efficiency innovations in UK households,FALSE,NA
10.1111/caje.12006,Greasing the wheels of international commerce: how services facilitate firms’ international sourcing,FALSE,NA
10.1093/qje/qjs047,Unconditional Convergence in Manufacturing *,TRUE,Open Access at repository
10.1080/10643389.2011.604262,Innovative Strategies to Achieve Low Total Phosphorus Concentrations in High Water Flows,FALSE,NA
10.1139/cjce-2012-0226,Anti-icing for key highway locations: fixed automated spray technology,FALSE,NA
10.1016/j.jpubeco.2012.10.003,Market size and innovation: Effects of Medicare Part D on pharmaceutical research and development,TRUE,Open Access at repository
10.1111/j.1365-2834.2012.01454.x,Evolution of an innovative role: the clinical nurse leader,FALSE,NA
10.1039/c3nr34276j,Nano–bio effects: interaction of nanomaterials with cells,FALSE,NA
10.1126/science.1242210,Advanced Manufacturing Policies and Paradigms for Innovation,FALSE,NA
10.1016/j.aap.2012.09.027,Interventions to maintain mobility: What works?,TRUE,Open Access at repository
10.1126/science.1240487,Increasing Persistence of College Students in STEM,FALSE,NA
10.1126/science.1240466,Social Influence Bias: A Randomized Experiment,FALSE,NA
10.1016/j.ecolind.2012.01.020,Genetically modified whole-cell bioreporters for environmental assessment,TRUE,Open Access at repository
10.1016/j.esd.2012.11.003,Cogenerating electricity from charcoaling: A promising new advanced technology,FALSE,NA
10.1016/j.aap.2012.12.033,Effects of admission and treatment strategies of DWI courts on offender outcomes,TRUE,Open Access at repository
10.1088/1748-9326/8/1/015038,The Chicago Center for Green Technology: life-cycle assessment of a brownfield redevelopment project,TRUE,Open Access at publisher
